"millesimes";"name"
"1,5";"[evaluate] 2052_JK = 2052_JD+2052_JE+2052_JF+2052_JG+2052_JH+2052_JJ"
"1,5";"[evaluate] 2052_JQ = 2052_JL+2052_JM+2052_JN+2052_JP"
"1,5";"[evaluate] 2052_JR = 2052_JK-2052_JQ"
"1,5";"[evaluate] 2052_JS = 2052_JA+2052_JB-2052_JC+2052_JR"
"1,5";"[evaluate] 2053_HD = 2053_HA+2053_HB+2053_HC"
"1,5";"[evaluate] 2053_HH = 2053_HE+2053_HF+2053_HG"
"1,5";"[evaluate] 2053_HI = 2053_HD-2053_HH"
"1,5";"[evaluate] 2053_HL = 2052_FR+2052_GH+2052_GP+2053_HD"
"1,5";"[evaluate] 2053_HM = 2052_GF+2052_GI+2052_GU+2053_HH+2053_HJ+2053_HK"
"1,5";"[evaluate] 2053_HN = 2053_HL-1*2053_HM"
"1,5";"[evaluate] 2053_KH = 2053_KE+2053_KF+2053_KG"
"1,5";"[evaluate] 2053_KM = 2053_KJ+2053_KK+2053_KL"
"1,5";"[evaluate] 2053_KN = 2053_KH-2053_KM"
"1,5";"[evaluate] 2053_KR = 2052_HK+2052_JB+2052_JK+2053_KH"
"1,5";"[evaluate] 2053_KS = 2052_HZ+2052_JC+2052_JQ+2053_KM+2053_KP+2053_KQ"
"1,5";"[evaluate] 2053_KT = 2053_KR-1*2053_KS"
"1,5";"[evaluate] 2054BIS_BK = 2054BIS_BA+2054BIS_BB+2054BIS_BC+2054BIS_BD+2054BIS_BE+2054BIS_BF+2054BIS_BG+2054BIS_BH+2054BIS_BJ"
"1,5";"[evaluate] 2054BIS_CK = 2054BIS_CA+2054BIS_CB+2054BIS_CC+2054BIS_CD+2054BIS_CE+2054BIS_CF+2054BIS_CG+2054BIS_CH+2054BIS_CJ"
"1,5";"[evaluate] 2054BIS_DK = 2054BIS_DA+2054BIS_DB+2054BIS_DC+2054BIS_DD+2054BIS_DE+2054BIS_DF+2054BIS_DG+2054BIS_DH+2054BIS_DJ"
"1,5";"[evaluate] 2054BIS_EK = 2054BIS_EA+2054BIS_EB+2054BIS_EC+2054BIS_ED+2054BIS_EE+2054BIS_EF+2054BIS_EG+2054BIS_EH+2054BIS_EJ"
"1,5";"[evaluate] 2054BIS_FK = 2054BIS_FA+2054BIS_FB+2054BIS_FC+2054BIS_FD+2054BIS_FE+2054BIS_FF+2054BIS_FG+2054BIS_FH+2054BIS_FJ"
"1,5";"[evaluate] 2054BIS_GA = 2054BIS_BA-2054BIS_CA-2054BIS_FA"
"1,5";"[evaluate] 2054BIS_GB = 2054BIS_BB-2054BIS_CB-2054BIS_FB"
"1,5";"[evaluate] 2054BIS_GC = 2054BIS_BC-2054BIS_CC-2054BIS_FC"
"1,5";"[evaluate] 2054BIS_GD = 2054BIS_BD-2054BIS_CD-2054BIS_FD"
"1,5";"[evaluate] 2054BIS_GE = 2054BIS_BE-2054BIS_CE-2054BIS_FE"
"1,5";"[evaluate] 2054BIS_GF = 2054BIS_BF-2054BIS_CF-2054BIS_FF"
"1,5";"[evaluate] 2054BIS_GG = 2054BIS_BG-2054BIS_CG-2054BIS_FG"
"1,5";"[evaluate] 2054BIS_GH = 2054BIS_BH-2054BIS_CH-2054BIS_FH"
"1,5";"[evaluate] 2054BIS_GJ = 2054BIS_BJ-2054BIS_CJ-2054BIS_FJ"
"1,5";"[evaluate] 2054BIS_GK = 2054BIS_GA+2054BIS_GB+2054BIS_GC+2054BIS_GD+2054BIS_GE+2054BIS_GF+2054BIS_GG+2054BIS_GH+2054BIS_GJ"
"1,5";"[evaluate] 2054BIS_HC = 2054BIS_HA-2054BIS_HB"
"1,5";"[evaluate] 2054_LN = 2054_KG+2054_KJ+2054_KM+2054_KP+2054_KS+2054_KV+2054_KY+2054_LB+2054_LE+2054_LH+2054_LK"
"1,5";"[evaluate] 2054_LO = 2054_KH+2054_KK+2054_KN+2054_KQ+2054_KT+2054_KW+2054_KZ+2054_LC+2054_LF+2054_LI+2054_LL"
"1,5";"[evaluate] 2054_LP = 2054_KI+2054_KL+2054_KO+2054_KR+2054_KU+2054_KX+2054_LA+2054_LD+2054_LG+2054_LJ+2054_LM"
"1,5";"[evaluate] 2054_LQ = 2054_PA+2054_PD+2054_PG+2054_PK"
"1,5";"[evaluate] 2054_LR = 2054_PB+2054_PE+2054_PH+2054_PL"
"1,5";"[evaluate] 2054_LS = 2054_PC+2054_PF+2054_PJ+2054_PM"
"1,5";"[evaluate] 2054_NG = 2054_LX+2054_MA+2054_MD+2054_MG+2054_MJ+2054_MM+2054_MP+2054_MS+2054_MV+2054_MZ+2054_ND"
"1,5";"[evaluate] 2054_NH = 2054_LY+2054_MB+2054_ME+2054_MH+2054_MK+2054_MN+2054_MQ+2054_MT+2054_MW+2054_NA+2054_NE"
"1,5";"[evaluate] 2054_NI = 2054_LZ+2054_MC+2054_MF+2054_MI+2054_ML+2054_MO+2054_MR+2054_MU+2054_MX+2054_NB+2054_NF"
"1,5";"[evaluate] 2054_NJ = 2054_QR+2054_QV+2054_QZ+2054_RD"
"1,5";"[evaluate] 2054_NK = 2054_QS+2054_QW+2054_RA+2054_RE"
"1,5";"[evaluate] 2054_PN = 2054_RT+2054_KD+2054_LN+2054_LQ"
"1,5";"[evaluate] 2054_PP = 2054_RU+2054_KE+2054_LO+2054_LR"
"1,5";"[evaluate] 2054_PQ = 2054_RV+2054_KF+2054_LP+2054_LS"
"1,5";"[evaluate] 2054_QP = 2054_QE+2054_QF+2054_QG+2054_QH+2054_QJ+2054_QK+2054_QL+2054_QM+2054_QN+2054_MY+2054_NC"
"1,5";"[evaluate] 2054_RG = 2054_QQ+2054_QU+2054_QY+2054_RC"
"1,5";"[evaluate] 2054_RH = 2054_QT+2054_QX+2054_RB+2054_RF"
"1,5";"[evaluate] 2054_RJ = 2054_RW+2054_QB+2054_QP+2054_RG"
"1,5";"[evaluate] 2054_RK = 2054_RX+2054_LV+2054_NG+2054_NJ"
"1,5";"[evaluate] 2054_RL = 2054_RY+2054_LW+2054_NH+2054_NK"
"1,5";"[evaluate] 2054_RM = 2054_RZ+2054_QD+2054_NI+2054_RH"
"1,5";"[evaluate] 2055_BM = 2055_BC+2055_BD+2055_BE+2055_BF+2055_BG+2055_BH+2055_BJ+2055_BK+2055_BL"
"1,5";"[evaluate] 2055_BN = 2055_BA+2055_BB+2055_BM+2055_BS"
"1,5";"[evaluate] 2055_BP = 2055_BN+2055_CN+2055_DN"
"1,5";"[evaluate] 2055_BQ = 2055_EN+2055_FN+2055_GN"
"1,5";"[evaluate] 2055_BR = 2055_BP-2055_BQ"
"1,5";"[evaluate] 2055_CM = 2055_CC+2055_CD+2055_CE+2055_CF+2055_CG+2055_CH+2055_CJ+2055_CK+2055_CL"
"1,5";"[evaluate] 2055_CN = 2055_CA+2055_CB+2055_CM"
"1,5";"[evaluate] 2055_DM = 2055_DC+2055_DD+2055_DE+2055_DF+2055_DG+2055_DH+2055_DJ+2055_DK+2055_DL"
"1,5";"[evaluate] 2055_DN = 2055_DA+2055_DB+2055_DM"
"1,5";"[evaluate] 2055_EM = 2055_EC+2055_ED+2055_EE+2055_EF+2055_EG+2055_EH+2055_EJ+2055_EK+2055_EL"
"1,5";"[evaluate] 2055_EN = 2055_EA+2055_EB+2055_EM+2055_ES"
"1,5";"[evaluate] 2055_FM = 2055_FC+2055_FD+2055_FE+2055_FF+2055_FG+2055_FH+2055_FJ+2055_FK+2055_FL"
"1,5";"[evaluate] 2055_FN = 2055_FA+2055_FB+2055_FM"
"1,5";"[evaluate] 2055_GM = 2055_GC+2055_GD+2055_GE+2055_GF+2055_GG+2055_GH+2055_GJ+2055_GK+2055_GL"
"1,5";"[evaluate] 2055_GN = 2055_GA+2055_GB+2055_GM"
"1,5";"[evaluate] 2055_HM = 2055_HC+2055_HD+2055_HE+2055_HF+2055_HG+2055_HH+2055_HJ+2055_HK+2055_HL"
"1,5";"[evaluate] 2055_HN = 2055_HA+2055_HB+2055_HM+2055_HS"
"1,5";"[evaluate] 2055_PH = 2055_PE+2055_PF-2055_PG"
"1,5";"[evaluate] 2055_PL = 2055_PI+2055_PJ-2055_PK"
"1,5";"[evaluate] 2055_PQ = 2055_PM+2055_PN-2055_PO"
"1,5";"[evaluate] 2055_PU = 2055_PR+2055_PS-2055_PT"
"1,5";"[evaluate] 2055_PY = 2055_PV+2055_PW-2055_PX"
"1,5";"[evaluate] 2055_QC = 2055_PZ+2055_QA-2055_QB"
"1,5";"[evaluate] 2055_QG = 2055_QD+2055_QE-2055_QF"
"1,5";"[evaluate] 2055_QK = 2055_QH+2055_QI-2055_QJ"
"1,5";"[evaluate] 2055_QO = 2055_QL+2055_QM-2055_QN"
"1,5";"[evaluate] 2055_QT = 2055_QP+2055_QR-2055_QS"
"1,5";"[evaluate] 2055_QU = 2055_PI+2055_PM+2055_PR+2055_PV+2055_PZ+2055_QD+2055_QH+2055_QL+2055_QP"
"1,5";"[evaluate] 2055_QV = 2055_PJ+2055_PN+2055_PS+2055_PW+2055_QA+2055_QE+2055_QI+2055_QM+2055_QR"
"1,5";"[evaluate] 2055_QW = 2055_PK+2055_PO+2055_PT+2055_PX+2055_QB+2055_QF+2055_QJ+2055_QN+2055_QS"
"1,5";"[evaluate] 2055_QX = 2055_PL+2055_PQ+2055_PU+2055_PY+2055_QC+2055_QG+2055_QK+2055_QO+2055_QT"
"1,5";"[evaluate] 2055_QX = 2055_QU+2055_QV-2055_QW"
"1,5";"[evaluate] 2055_SR = 2055_UJ+2055_UK-2055_SP"
"1,5";"[evaluate] 2055_TA = 2055_UR+2055_PE+2055_QU"
"1,5";"[evaluate] 2055_TB = 2055_US+2055_PF+2055_QV"
"1,5";"[evaluate] 2055_TC = 2055_UT+2055_PG+2055_QW"
"1,5";"[evaluate] 2055_TD = 2055_UU+2055_PH+2055_QX"
"1,5";"[evaluate] 2055_UQ = 2055_UM+2055_UN-2055_UP"
"1,5";"[evaluate] 2055_UU = 2055_UR+2055_US-2055_UT"
"1,5";"[evaluate] 2056_AD = 2056_AA+2056_AB-2056_AC"
"1,5";"[evaluate] 2056_ID = 2056_IA+2056_IB-2056_IC"
"1,5";"[evaluate] 2056_IH = 2056_IE+2056_IF-2056_IG"
"1,5";"[evaluate] 2056_IM = 2056_IJ+2056_IK-2056_IL"
"1,5";"[evaluate] 2056_TC = 2056_VA+2056_TA-2056_TB"
"1,5";"[evaluate] 2056_TF = 2056_VB+2056_TD-2056_TE"
"1";"[evaluate] 2056_TG = #SUM(2056_BC)#"
"1";"[evaluate] 2056_TH = #SUM(2056_BD)#"
"1,5";"[evaluate] 2056_TI = 2056_VC+2056_TG-2056_TH"
"1,5";"[evaluate] 2056_TO = 2056_VE+2056_TM-2056_TN"
"1";"[evaluate] 2056_TP = #SUM(2056_CC)#"
"1";"[evaluate] 2056_TQ = #SUM(2056_CD)#"
"1,5";"[evaluate] 2056_TR = 2056_VF+2056_TP-2056_TQ"
"1,5";"[evaluate] 2056_TS = 2056_TA+2056_TD+2056_TG+2056_TM+2056_IB+2056_IF+2056_IK+2056_TP"
"1,5";"[evaluate] 2056_TT = 2056_TB+2056_TE+2056_TH+2056_TN+2056_IC+2056_IG+2056_IL+2056_TQ"
"1,5";"[evaluate] 2056_TU = 2056_VG+2056_TS-2056_TT"
"1,5";"[evaluate] 2056_TV = 2056_WE+2056_WF+2056_WG+2056_WH+2056_WJ+2056_WK+2056_WL+2056_WM+2056_ZG+2056_WP+2056_WQ"
"1,5";"[evaluate] 2056_TW = 2056_WY+2056_WZ+2056_XA+2056_XB+2056_XC+2056_XD+2056_XE+2056_XF+2056_ZH+2056_XH+2056_XJ"
"1,5";"[evaluate] 2056_TX = 2056_VU+2056_TV-2056_TW"
"1,5";"[evaluate] 2056_TY = 2056_WR+2056_WS+2056_WT+2056_ZB+2056_WU+2056_WV+2056_WW+2056_WX"
"1,5";"[evaluate] 2056_TZ = 2056_XK+2056_XL+2056_XM+2056_ZC+2056_XN+2056_XP+2056_XQ+2056_XR"
"1,5";"[evaluate] 2056_UA = 2056_WC+2056_TY-2056_TZ"
"1,5";"[evaluate] 2056_UB = 2056_TS+2056_TV+2056_TY"
"1,5";"[evaluate] 2056_UC = 2056_TT+2056_TW+2056_TZ"
"1,5";"[evaluate] 2056_UD = 2056_WD+2056_UB-2056_UC"
"1";"[evaluate] 2056_VC = #SUM(2056_BB)#"
"1";"[evaluate] 2056_VF = #SUM(2056_CB)#"
"1,5";"[evaluate] 2056_VG = 2056_VA+2056_VB+2056_VC+2056_VE+2056_IA+2056_IE+2056_IJ+2056_VF"
"1";"[evaluate] 2056_VP = #SUM(2056_DB)#"
"1";"[evaluate] 2056_VT = #SUM(2056_EB)#"
"1,5";"[evaluate] 2056_VU = 2056_VH+2056_VJ+2056_VK+2056_VL+2056_VM+2056_VN+2056_VP+2056_VQ+2056_ZF+2056_VS+2056_VT"
"1";"[evaluate] 2056_VY = #SUM(2056_FB)#"
"1";"[evaluate] 2056_WB = #SUM(2056_GB)#"
"1,5";"[evaluate] 2056_WC = 2056_VV+2056_VW+2056_VX+2056_ZA+2056_VY+2056_VZ+2056_WA+2056_WB"
"1,5";"[evaluate] 2056_WD = 2056_VG+2056_VU+2056_WC"
"1";"[evaluate] 2056_WL = #SUM(2056_DC)#"
"1";"[evaluate] 2056_WQ = #SUM(2056_EC)#"
"1";"[evaluate] 2056_WU = #SUM(2056_FC)#"
"1";"[evaluate] 2056_WX = #SUM(2056_GC)#"
"1";"[evaluate] 2056_XE = #SUM(2056_DD)#"
"1";"[evaluate] 2056_XJ = #SUM(2056_ED)#"
"1";"[evaluate] 2056_XN = #SUM(2056_FD)#"
"1";"[evaluate] 2056_XR = #SUM(2056_GD)#"
"1,5";"[evaluate] 2056_XS = 2056_VH+2056_WE-2056_WY"
"1,5";"[evaluate] 2056_XT = 2056_VJ+2056_WF-2056_WZ"
"1,5";"[evaluate] 2056_XU = 2056_VK+2056_WG-2056_XA"
"1,5";"[evaluate] 2056_XV = 2056_VL+2056_WH-2056_XB"
"1,5";"[evaluate] 2056_XW = 2056_VM+2056_WJ-2056_XC"
"1,5";"[evaluate] 2056_XX = 2056_VN+2056_WK-2056_XD"
"1,5";"[evaluate] 2056_XY = 2056_VP+2056_WL-2056_XE"
"1,5";"[evaluate] 2056_XZ = 2056_VQ+2056_WM-2056_XF"
"1,5";"[evaluate] 2056_YB = 2056_VS+2056_WP-2056_XH"
"1,5";"[evaluate] 2056_YC = 2056_VT+2056_WQ-2056_XJ"
"1,5";"[evaluate] 2056_YD = 2056_VV+2056_WR-2056_XK"
"1,5";"[evaluate] 2056_YE = 2056_VW+2056_WS-2056_XL"
"1,5";"[evaluate] 2056_YF = 2056_VX+2056_WT-2056_XM"
"1,5";"[evaluate] 2056_YG = 2056_VY+2056_WU-2056_XN"
"1,5";"[evaluate] 2056_YH = 2056_VZ+2056_WV-2056_XP"
"1,5";"[evaluate] 2056_YJ = 2056_WA+2056_WW-2056_XQ"
"1,5";"[evaluate] 2056_YK = 2056_WB+2056_WX-2056_XR"
"1,5";"[evaluate] 2056_ZD = 2056_ZA+2056_ZB-2056_ZC"
"1,5";"[evaluate] 2056_ZJ = 2056_ZF+2056_ZG-2056_ZH"
"1,5";"[evaluate] 2057_VT = 2057_UL+2057_UP+2057_UT+2057_VA+2057_UX+2057_BB+2057_UY+2057_UZ+2057_VM+2057_VB+2057_VN+2057_VP+2057_VC+2057_VR+2057_VS"
"1,5";"[evaluate] 2057_VU = 2057_UM+2057_UR+2057_UV+2057_WA+2057_WB+2057_BC+2057_WD+2057_WE+2057_WF+2057_WG+2057_WH+2057_WI+2057_WJ+2057_WK+2057_WL"
"1,5";"[evaluate] 2057_VV = 2057_UN+2057_US+2057_UW+2057_WM+2057_WN+2057_BD+2057_WQ+2057_WR+2057_WS+2057_WT+2057_WU+2057_WV+2057_WW+2057_WX+2057_WY"
"1,5";"[evaluate] 2057_VY = 2057_XA+2057_XB+2057_VG+2057_VH+2057_XC+2057_XD+2057_XE+2057_XF+2057_XG+2057_VW+2057_VX+2057_VQ+2057_XH+2057_VI+2057_XJ+2057_BE+2057_XK"
"1,5";"[evaluate] 2057_VZ = 2057_XL+2057_XM+2057_XN+2057_XP+2057_XQ+2057_XR+2057_XS+2057_XT+2057_XU+2057_XV+2057_XW+2057_XY+2057_XZ+2057_YA+2057_YB+2057_BF+2057_YD"
"1,5";"[evaluate] 2057_YX = 2057_YE+2057_YF+2057_YG+2057_YH+2057_YJ+2057_YK+2057_YL+2057_YM+2057_YN+2057_YP+2057_YQ+2057_YR+2057_YS+2057_YT+2057_YU+2057_BG+2057_YW"
"1,5";"[evaluate] 2057_ZT = 2057_ZA+2057_ZB+2057_ZC+2057_ZD+2057_ZE+2057_ZF+2057_ZG+2057_ZH+2057_ZJ+2057_ZK+2057_ZL+2057_ZM+2057_ZN+2057_ZP+2057_ZQ+2057_BH+2057_ZS"
"1";"[evaluate] 2058AB_AA = 2058A_WA"
"5";"[evaluate] 2058AB_AC = 2058AB_AA+2058AB_AB+2058AB_BH"
"1";"[evaluate] 2058AB_AC = 2058AB_AB+2058AB_AA"
"1";"[evaluate] 2058AB_AD = 2058A_WS"
"1";"[evaluate] 2058AB_AE = 2058A_WT+2058A_WU+2058A_WZ+2058A_XA+2058A_ZY+2058A_XD+2058A_XF+2058A_XS+2058A_XG"
"1";"[evaluate] 2058AB_AK = 2058AB_AD+2058AB_AE+2058AB_AW+2058AB_AF+2058AB_AX+2058AB_AG+2058AB_AH+2058AB_AZ"
"5";"[evaluate] 2058AB_AK = 2058AB_AD+2058AB_AE+2058AB_BJ+2058AB_AW+2058AB_AF+2058AB_AX+2058AB_AG+2058AB_AH+2058AB_AZ"
"1,5";"[evaluate] 2058AB_AM = IF(2058AB_AC-2058AB_AK<0;2058AB_AK-2058AB_AC;0)"
"1,5";"[evaluate] 2058AB_AT = 2058AB_AM+2058AB_AQ"
"1,5";"[evaluate] 2058AB_BA = IF(2058AB_AC-2058AB_AK>=0;2058AB_AC-2058AB_AK;0)"
"1,5";"[evaluate] 2058AB_BG = 2058AB_BA+2058AB_BC"
"1";"[evaluate] 2058A_WI = 2058B_YN"
"1";"[evaluate] 2058A_WQ = #SUM(2058A_BD)#"
"1,5";"[evaluate] 2058A_WR = 2058A_WA+2058A_WB+2058A_WC+2058A_XE+2058A_XW+2058A_XY+2058A_VG+2058A_BL+2058A_VJ+2058A_VC+2058A_WN+2058A_WO+2058A_XR+2058A_WQ"
"1";"[evaluate] 2058A_WU = 2058B_YO"
"1";"[evaluate] 2058A_XG = #SUM(2058A_BF)#"
"1,5";"[evaluate] 2058A_XH = 2058A_WS+2058A_WT+2058A_WU+2058A_WV+2058A_VE+2058A_VF+2058A_WW+2058A_XB+2058A_VL+2058A_WZ+2058A_XA+2058A_ZY+2058A_XD+2058A_XF+2058A_XS+2058A_XG"
"1,5";"[evaluate] 2058A_XI = IF(2058A_WR>2058A_XH;2058A_WR-1*2058A_XH;0)"
"1,5";"[evaluate] 2058A_XJ = IF(2058A_XH>2058A_WR;2058A_XH-1*2058A_WR;0)"
"1,5";"[evaluate] 2058A_XN = IF(2058A_XI-2058A_XJ+2058A_ZL-2058A_XL>=0;2058A_XI-2058A_XJ+2058A_ZL-2058A_XL;0)"
"1,5";"[evaluate] 2058A_XO = IF(2058A_XI-2058A_XJ+2058A_ZL-2058A_XL<0;(0-1)*(2058A_XI-2058A_XJ+2058A_ZL-2058A_XL);0)"
"1,5";"[evaluate] 2058BB_EH = 2058BB_EP+2058BB_EQ+2058BB_ER+2058BB_EG"
"1,5";"[evaluate] 2058BB_NA = 2058BB_GA+2058BB_TA+2058BB_UA+2058BB_VA-2058BB_LA"
"1,5";"[evaluate] 2058BB_NB = 2058BB_GB+2058BB_TB+2058BB_UB+2058BB_VB-2058BB_PB-2058BB_LB"
"1,5";"[evaluate] 2058BB_NC = 2058BB_GC+2058BB_TC+2058BB_UC+2058BB_VC-2058BB_PC-2058BB_LC"
"1,5";"[evaluate] 2058BB_ND = 2058BB_GD+2058BB_TD+2058BB_UD+2058BB_VD-2058BB_PD-2058BB_LD"
"1,5";"[evaluate] 2058BB_NE = 2058BB_GE+2058BB_TE+2058BB_UE+2058BB_VE-2058BB_PE-2058BB_LE"
"1,5";"[evaluate] 2058BB_NF = 2058BB_GF+2058BB_TF+2058BB_UF+2058BB_VF-2058BB_PF-2058BB_LF"
"1,5";"[evaluate] 2058BB_NG = 2058BB_GG+2058BB_TG+2058BB_UG+2058BB_VG-2058BB_PG-2058BB_LG"
"1,5";"[evaluate] 2058BB_NH = 2058BB_GH+2058BB_TH+2058BB_UH+2058BB_VH-2058BB_PH-2058BB_LH"
"1,5";"[evaluate] 2058BB_NJ = 2058BB_GJ+2058BB_TJ+2058BB_UJ+2058BB_VJ-2058BB_PJ-2058BB_LJ"
"1,5";"[evaluate] 2058BB_NK = 2058BB_GK+2058BB_TK+2058BB_UK+2058BB_VK-2058BB_PK-2058BB_LK"
"1,5";"[evaluate] 2058BB_NL = 2058BB_GL+2058BB_TL+2058BB_UL+2058BB_VL-2058BB_PL-2058BB_LL"
"1,5";"[evaluate] 2058B_CA = #SUM(2058B_CL)#"
"1,5";"[evaluate] 2058B_CD = #SUM(2058B_CM)#"
"1,5";"[evaluate] 2058B_CG = #SUM(2058B_CN)#"
"1,5";"[evaluate] 2058B_DA = #SUM(2058B_DL)#"
"1,5";"[evaluate] 2058B_DD = #SUM(2058B_DM)#"
"1,5";"[evaluate] 2058B_DG = #SUM(2058B_DN)#"
"1,5";"[evaluate] 2058B_DP = 2058A_XB+2058A_XL"
"1,5";"[evaluate] 2058B_DR = 2058B_DQ-2058B_DP"
"1,5";"[evaluate] 2058B_YJ = 2058A_XO"
"1,5";"[evaluate] 2058B_YK = 2058B_DR+2058B_YJ"
"1,5";"[evaluate] 2058B_YN = 2058B_ZV+2058B_CA+2058B_CD+2058B_CG"
"1,5";"[evaluate] 2058B_YO = 2058B_ZW+2058B_DA+2058B_DD+2058B_DG"
"1,5";"[evaluate] 2058CG_DW = #SUM(2058CG_DA)#+#SUM(2058CG_DB)#"
"1,5";"[evaluate] 2058CG_FW = #SUM(2058CG_FA)#"
"1,5";"[evaluate] 2058CG_GW = #SUM(2058CG_GA)#"
"1,5";"[evaluate] 2058CG_JW = #SUM(2058CG_JA)#"
"1,5";"[evaluate] 2058CG_KW = #SUM(2058CG_KA)#"
"1,5";"[evaluate] 2058CG_LW = #SUM(2058CG_LA)#"
"1,5";"[evaluate] 2058CG_MW = #SUM(2058CG_MC)#"
"1,5";"[evaluate] 2058CG_NW = #SUM(2058CG_NA)#"
"1,5";"[evaluate] 2058CG_PW = #SUM(2058CG_PA)#"
"1,5";"[evaluate] 2058CG_QW = #SUM(2058CG_QA)#"
"5";"[evaluate] 2058CG_RW = #SUM(2058CG_RA)#"
"1";"[evaluate] 2058C_AJ = #SUM(2058C_DB)#"
"1";"[evaluate] 2058C_AK = 2058C_AJ"
"1,5";"[evaluate] 2058C_AL = 2058C_AA+2058C_AB+2058C_AK"
"1";"[evaluate] 2058C_YX = 2052_FX"
"1,5";"[evaluate] 2058C_ZH = 2058C_ZB+2058C_ZD+2058C_ZE+2058C_ZF+2058C_ZG"
"1";"[evaluate] 2058C_ZJ = 2052_FW"
"1";"[evaluate] 2058DG_JC = 2058RG_HL"
"1,5";"[evaluate] 2058DG_JD = 2058DG_JP+2058DG_JC"
"1";"[evaluate] 2058DG_JN = 2058RG_HG+2058RG_KD+2058RG_HR+2058RG_JD"
"1,5";"[evaluate] 2058DG_JP = 2058DG_JM-2058DG_JN"
"1,5";"[evaluate] 2058DG_PA = 2058DG_GA+2058DG_UA+2058DG_VA+2058DG_WA-2058DG_MA"
"1,5";"[evaluate] 2058DG_PB = 2058DG_GB+2058DG_UB+2058DG_VB+2058DG_WB-2058DG_QB-2058DG_MB"
"1,5";"[evaluate] 2058DG_PC = 2058DG_GC+2058DG_UC+2058DG_VC+2058DG_WC-2058DG_QC-2058DG_MC"
"1,5";"[evaluate] 2058DG_PD = 2058DG_GD+2058DG_UD+2058DG_VD+2058DG_WD-2058DG_QD-2058DG_MD"
"1,5";"[evaluate] 2058DG_PE = 2058DG_GE+2058DG_UE+2058DG_VE+2058DG_WE-2058DG_QE-2058DG_ME"
"1,5";"[evaluate] 2058DG_PF = 2058DG_GF+2058DG_UF+2058DG_VF+2058DG_WF-2058DG_QF-2058DG_MF"
"1,5";"[evaluate] 2058DG_PG = 2058DG_GG+2058DG_UG+2058DG_VG+2058DG_WG-2058DG_QG-2058DG_MG"
"1,5";"[evaluate] 2058DG_PH = 2058DG_GH+2058DG_UH+2058DG_VH+2058DG_WH-2058DG_QH-2058DG_MH"
"1,5";"[evaluate] 2058DG_PJ = 2058DG_GJ+2058DG_UJ+2058DG_VJ+2058DG_WJ-2058DG_QJ-2058DG_MJ"
"1,5";"[evaluate] 2058DG_PK = 2058DG_GK+2058DG_UK+2058DG_VK+2058DG_WK-2058DG_QK-2058DG_MK"
"1,5";"[evaluate] 2058DG_PL = 2058DG_GL+2058DG_UL+2058DG_VL+2058DG_WL-2058DG_QL-2058DG_ML"
"1";"[evaluate] 2058ER_CV = #SUM(2058ER_HB)#"
"1";"[evaluate] 2058ER_CW = #SUM(2058ER_HC)#"
"1";"[evaluate] 2058ER_CX = 2058ER_CA+2058ER_CD+2058ER_CF+2058ER_CH+2058ER_CK+2058ER_CL+2058ER_CM+2058ER_DU+2058ER_CP+2058ER_CR+2058ER_CT+2058ER_CU+2058ER_CV"
"5";"[evaluate] 2058ER_CX = 2058ER_CA+2058ER_CD+2058ER_CF+2058ER_CH+2058ER_CK+2058ER_CL+2058ER_CM+2058ER_DU+2058ER_CP+2058ER_CR+2058ER_ZP+2058ER_CT+2058ER_CU+2058ER_CV"
"1,5";"[evaluate] 2058ER_CY = 2058ER_CB+2058ER_CI+2058ER_CE+2058ER_CG+2058ER_CJ+2058ER_CN+2058ER_CQ+2058ER_DV+2058ER_CS+2058ER_CW"
"1,5";"[evaluate] 2058ER_CZ = IF(2058ER_CX>=2058ER_CY;2058ER_CX-2058ER_CY;0)"
"1,5";"[evaluate] 2058ER_DA = IF(2058ER_CY>=2058ER_CX;2058ER_CY-2058ER_CX;0)"
"1";"[evaluate] 2058ER_LJ = #SUM(2058ER_JD)#"
"1";"[evaluate] 2058ER_LK = #SUM(2058ER_JE)#"
"1";"[evaluate] 2058ER_LL = #SUM(2058ER_JF)#"
"1";"[evaluate] 2058ER_LM = #SUM(2058ER_JG)#"
"1,5";"[evaluate] 2058ER_LN = 2058ER_KA+2058ER_KE+2058ER_KJ+2058ER_KN+2058ER_LA+2058ER_LE+2058ER_LJ"
"1,5";"[evaluate] 2058ER_LP = 2058ER_KB+2058ER_KF+2058ER_KK+2058ER_KP+2058ER_LB+2058ER_LF+2058ER_LK"
"1,5";"[evaluate] 2058ER_LQ = 2058ER_KC+2058ER_KG+2058ER_KL+2058ER_KQ+2058ER_LC+2058ER_LG+2058ER_LL"
"1,5";"[evaluate] 2058ER_LR = 2058ER_KD+2058ER_KH+2058ER_KM+2058ER_KR+2058ER_LD+2058ER_LH+2058ER_LM"
"1,5";"[evaluate] 2058ER_LS = IF(2058ER_LN>=2058ER_LQ;2058ER_LN-2058ER_LQ;0)"
"1,5";"[evaluate] 2058ER_LT = IF(2058ER_LQ>=2058ER_LN;2058ER_LQ-2058ER_LN;0)"
"1,5";"[evaluate] 2058ER_LU = IF(2058ER_LP>=2058ER_LR;2058ER_LP-2058ER_LR;0)"
"1,5";"[evaluate] 2058ER_LV = IF(2058ER_LR>=2058ER_LP;2058ER_LR-2058ER_LP;0)"
"1";"[evaluate] 2058ER_MN = #SUM(2058ER_MU)#"
